pgt-cheremushki;ПГТ Черемушки;Хакасия Республика;khakasiya-resp;из ПГТ Черемушки;55.141693;61.416330
gorod-chernogorsk;Город Черногорск;Хакасия Республика;khakasiya-resp;из города Черногорск;55.141694;61.416331
rp-prigorsk;Рабочий поселок Пригорск;Хакасия Республика;khakasiya-resp;из рабочего поселка Пригорск;55.141695;61.416332
gorod-abaza;Город Абаза;Хакасия Республика;khakasiya-resp;из города Абаза;55.141696;61.416333
gorod-sorsk;Город Сорск;Хакасия Республика;khakasiya-resp;из города Сорск;55.141697;61.416334
rp-askiz;Рабочий поселок Аскиз;Хакасия Республика;khakasiya-resp;из рабочего поселка Аскиз;55.141698;61.416335
pgt-askiz;ПГТ Аскиз;Хакасия Республика;khakasiya-resp;из ПГТ Аскиз;55.141699;61.416336
rp-biskamzha;Рабочий поселок Бискамжа;Хакасия Республика;khakasiya-resp;из рабочего поселка Бискамжа;55.141700;61.416337
rp-vershina-tyoi;Рабочий поселок Вершина Тёи;Хакасия Республика;khakasiya-resp;из рабочего поселка Вершина Тёи;55.141701;61.416338
rp-vershina-tei;Рабочий поселок Вершина Теи;Хакасия Республика;khakasiya-resp;из рабочего поселка Вершина Теи;55.141702;61.416339
pgt-kopevo;ПГТ Копьево;Хакасия Республика;khakasiya-resp;из ПГТ Копьево;55.141703;61.416340
gorod-abaza-khakasiya-resp;Город Абаза;Хакасия Республика;khakasiya-resp;из города Абаза;55.141704;61.416341
rp-ust-abakan;Рабочий поселок Усть-Абакан;Хакасия Республика;khakasiya-resp;из рабочего поселка Усть-Абакан;55.141705;61.416342
pgt-ust-abakan;ПГТ Усть-Абакан;Хакасия Республика;khakasiya-resp;из ПГТ Усть-Абакан;55.141706;61.416343
gorod-sorsk-khakasiya-resp;Город Сорск;Хакасия Республика;khakasiya-resp;из города Сорск;55.141707;61.416344
pgt-zhemchuzhnyy;ПГТ Жемчужный;Хакасия Республика;khakasiya-resp;из ПГТ Жемчужный;55.141708;61.416345
pgt-tuim;ПГТ Туим;Хакасия Республика;khakasiya-resp;из ПГТ Туим;55.141709;61.416346
gorod-groznyy;Город Грозный;Чеченская Республика;chechenskaya-resp;из города Грозный;55.141710;61.416347
gorod-argun;Город Аргун;Чеченская Республика;chechenskaya-resp;из города Аргун;55.141711;61.416348
stanitsa-goryacheistochnenskaya;Станица Горячеисточненская;Чеченская Республика;chechenskaya-resp;из станицы Горячеисточненская;55.141712;61.416349
stanitsa-petropavlovskaya;Станица Петропавловская;Чеченская Республика;chechenskaya-resp;из станицы Петропавловская;55.141713;61.416350
stanitsa-pervomayskaya;Станица Первомайская;Чеченская Республика;chechenskaya-resp;из станицы Первомайская;55.141714;61.416351
stanitsa-ilinovskaya;Станица Ильиновская;Чеченская Республика;chechenskaya-resp;из станицы Ильиновская;55.141715;61.416352
pgt-oyskhara;ПГТ Ойсхара;Чеченская Республика;chechenskaya-resp;из ПГТ Ойсхара;55.141716;61.416353
pgt-oyskhar;ПГТ Ойсхар;Чеченская Республика;chechenskaya-resp;из ПГТ Ойсхар;55.141717;61.416354
gorod-gudermes;Город Гудермес;Чеченская Республика;chechenskaya-resp;из города Гудермес;55.141718;61.416355
pgt-melioratorov;ПГТ Мелиораторов;Чеченская Республика;chechenskaya-resp;из ПГТ Мелиораторов;55.141719;61.416356
pgt-nbenoy;ПГТ Н.Беной;Чеченская Республика;chechenskaya-resp;из ПГТ Н.Беной;55.141720;61.416357
pgt-kundukhovo;ПГТ Кундухово;Чеченская Республика;chechenskaya-resp;из ПГТ Кундухово;55.141721;61.416358
gorod-kurchaloy;Город Курчалой;Чеченская Республика;chechenskaya-resp;из города Курчалой;55.141722;61.416359
stanitsa-naurskaya;Станица Наурская;Чеченская Республика;chechenskaya-resp;из станицы Наурская;55.141723;61.416360
stanitsa-mekenskaya;Станица Мекенская;Чеченская Республика;chechenskaya-resp;из станицы Мекенская;55.141724;61.416361
stanitsa-savelevskaya;Станица Савельевская;Чеченская Республика;chechenskaya-resp;из станицы Савельевская;55.141725;61.416362
stanitsa-kalinovskaya;Станица Калиновская;Чеченская Республика;chechenskaya-resp;из станицы Калиновская;55.141726;61.416363
stanitsa-ischerskaya;Станица Ищерская;Чеченская Республика;chechenskaya-resp;из станицы Ищерская;55.141727;61.416364
stanitsa-nikolaevskaya-chechenskaya-resp;Станица Николаевская;Чеченская Республика;chechenskaya-resp;из станицы Николаевская;55.141728;61.416365
gorod-urus-martan;Город Урус-Мартан;Чеченская Республика;chechenskaya-resp;из города Урус-Мартан;55.141729;61.416366
stanitsa-starogladovskaya;Станица Старогладовская;Чеченская Республика;chechenskaya-resp;из станицы Старогладовская;55.141730;61.416367
stanitsa-borozdinovskaya;Станица Бороздиновская;Чеченская Республика;chechenskaya-resp;из станицы Бороздиновская;55.141731;61.416368
stanitsa-dubovskaya;Станица Дубовская;Чеченская Республика;chechenskaya-resp;из станицы Дубовская;55.141732;61.416369
stanitsa-kurdyukovskaya;Станица Курдюковская;Чеченская Республика;chechenskaya-resp;из станицы Курдюковская;55.141733;61.416370
stanitsa-grebenskaya;Станица Гребенская;Чеченская Республика;chechenskaya-resp;из станицы Гребенская;55.141734;61.416371
stanitsa-shelkovskaya;Станица Шелковская;Чеченская Республика;chechenskaya-resp;из станицы Шелковская;55.141735;61.416372
stanitsa-novo-schedrinskaya;Станица Ново-Щедринская;Чеченская Республика;chechenskaya-resp;из станицы Ново-Щедринская;55.141736;61.416373
stanitsa-novoschedrinskaya;Станица Новощедринская;Чеченская Республика;chechenskaya-resp;из станицы Новощедринская;55.141737;61.416374
stanitsa-staro-schedrinskaya;Станица Старо-Щедринская;Чеченская Республика;chechenskaya-resp;из станицы Старо-Щедринская;55.141738;61.416375
stanitsa-staroschedrinskaya;Станица Старощедринская;Чеченская Республика;chechenskaya-resp;из станицы Старощедринская;55.141739;61.416376
stanitsa-chervlennaya;Станица Червленная;Чеченская Республика;chechenskaya-resp;из станицы Червленная;55.141740;61.416377
stanitsa-chervlennaya-uzlovaya;Станица Червленная-Узловая;Чеченская Республика;chechenskaya-resp;из станицы Червленная-Узловая;55.141741;61.416378
stanitsa-shelkozavodskaya;Станица Шелкозаводская;Чеченская Республика;chechenskaya-resp;из станицы Шелкозаводская;55.141742;61.416379
stanitsa-kargalinskaya;Станица Каргалинская;Чеченская Республика;chechenskaya-resp;из станицы Каргалинская;55.141743;61.416380
stanitsa-karagalinskaya;Станица Карагалинская;Чеченская Республика;chechenskaya-resp;из станицы Карагалинская;55.141744;61.416381
gorod-shali;Город Шали;Чеченская Республика;chechenskaya-resp;из города Шали;55.141745;61.416382
stanitsa-assinovskaya-chechenskaya-resp;Станица Ассиновская;Чеченская Республика;chechenskaya-resp;из станицы Ассиновская;55.141746;61.416383
gorod-cheboksary;Город Чебоксары;Чувашская Республика;chuvashskaya-respublika-resp;из города Чебоксары;55.141747;61.416384
pgt-novye-lapsary;ПГТ Новые Лапсары;Чувашская Республика;chuvashskaya-respublika-resp;из ПГТ Новые Лапсары;55.141748;61.416385
pgt-novye-lapsary-chuvashskaya-respublika-resp;ПГТ Новые Лапсары;Чувашская Республика;chuvashskaya-respublika-resp;из ПГТ Новые Лапсары;55.141749;61.416386
gorod-alatyr;Город Алатырь;Чувашская Республика;chuvashskaya-respublika-resp;из города Алатырь;55.141750;61.416387
gorod-kanash;Город Канаш;Чувашская Республика;chuvashskaya-respublika-resp;из города Канаш;55.141751;61.416388
gorod-novocheboksarsk;Город Новочебоксарск;Чувашская Республика;chuvashskaya-respublika-resp;из города Новочебоксарск;55.141752;61.416389
gorod-shumerlya;Город Шумерля;Чувашская Республика;chuvashskaya-respublika-resp;из города Шумерля;55.141753;61.416390
pgt-kirya;ПГТ Киря;Чувашская Республика;chuvashskaya-respublika-resp;из ПГТ Киря;55.141754;61.416391
pgt-vurnary;ПГТ Вурнары;Чувашская Республика;chuvashskaya-respublika-resp;из ПГТ Вурнары;55.141755;61.416392
pgt-ibresi;ПГТ Ибреси;Чувашская Республика;chuvashskaya-respublika-resp;из ПГТ Ибреси;55.141756;61.416393
pgt-buinsk;ПГТ Буинск;Чувашская Республика;chuvashskaya-respublika-resp;из ПГТ Буинск;55.141757;61.416394
gorod-kozlovka;Город Козловка;Чувашская Республика;chuvashskaya-respublika-resp;из города Козловка;55.141758;61.416395
gorod-mariinskiy-posad;Город Мариинский Посад;Чувашская Республика;chuvashskaya-respublika-resp;из города Мариинский Посад;55.141759;61.416396
pgt-urmary;ПГТ Урмары;Чувашская Республика;chuvashskaya-respublika-resp;из ПГТ Урмары;55.141760;61.416397
gorod-tsivilsk;Город Цивильск;Чувашская Республика;chuvashskaya-respublika-resp;из города Цивильск;55.141761;61.416398
rp-kugesi;Рабочий поселок Кугеси;Чувашская Республика;chuvashskaya-respublika-resp;из рабочего поселка Кугеси;55.141762;61.416399
gorod-yadrin;Город Ядрин;Чувашская Республика;chuvashskaya-respublika-resp;из города Ядрин;55.141763;61.416400
pgt-sibirskiy;ПГТ Сибирский;Алтайский край;chuvashskaya-respublika-resp;из ПГТ Сибирский;55.141764;61.416401
gorod-barnaul;Город Барнаул;Алтайский край;altayskiy-kray;из города Барнаул;55.141765;61.416402
rp-nauchnyy-gorodok;Рабочий поселок Научный городок;Алтайский край;altayskiy-kray;из рабочего поселка Научный городок;55.141766;61.416403
rp-yuzhnyy;Рабочий поселок Южный;Алтайский край;altayskiy-kray;из рабочего поселка Южный;55.141767;61.416404
gorod-aleysk;Город Алейск;Алтайский край;altayskiy-kray;из города Алейск;55.141768;61.416405
gorod-belokurikha;Город Белокуриха;Алтайский край;altayskiy-kray;из города Белокуриха;55.141769;61.416406
gorod-biysk;Город Бийск;Алтайский край;altayskiy-kray;из города Бийск;55.141770;61.416407
pgt-sorokino;ПГТ Сорокино;Алтайский край;altayskiy-kray;из ПГТ Сорокино;55.141771;61.416408
pgt-nagornyy;ПГТ Нагорный;Алтайский край;altayskiy-kray;из ПГТ Нагорный;55.141772;61.416409
gorod-kamen-na-obi;Город Камень-на-Оби;Алтайский край;altayskiy-kray;из города Камень-на-Оби;55.141773;61.416410
gorod-novoaltaysk;Город Новоалтайск;Алтайский край;altayskiy-kray;из города Новоалтайск;55.141774;61.416411
rp-beloyarsk;Рабочий поселок Белоярск;Алтайский край;altayskiy-kray;из рабочего поселка Белоярск;55.141775;61.416412
gorod-rubtsovsk;Город Рубцовск;Алтайский край;altayskiy-kray;из города Рубцовск;55.141776;61.416413
gorod-slavgorod;Город Славгород;Алтайский край;altayskiy-kray;из города Славгород;55.141777;61.416414
gorod-zarinsk;Город Заринск;Алтайский край;altayskiy-kray;из города Заринск;55.141778;61.416415
gorod-yarovoe;Город Яровое;Алтайский край;altayskiy-kray;из города Яровое;55.141779;61.416416
gorod-zmeinogorsk;Город Змеиногорск;Алтайский край;altayskiy-kray;из города Змеиногорск;55.141780;61.416417
rp-blagoveschenka;Рабочий поселок Благовещенка;Алтайский край;altayskiy-kray;из рабочего поселка Благовещенка;55.141781;61.416418
rp-stepnoe-ozero;Рабочий поселок Степное Озеро;Алтайский край;altayskiy-kray;из рабочего поселка Степное Озеро;55.141782;61.416419
gorod-zmeinogorsk-altayskiy-kray;Город Змеиногорск;Алтайский край;altayskiy-kray;из города Змеиногорск;55.141783;61.416420
gorod-kamen-na-obi-altayskiy-kray;Город Камень-на-Оби;Алтайский край;altayskiy-kray;из города Камень-на-Оби;55.141784;61.416421
gorod-gornyak;Город Горняк;Алтайский край;altayskiy-kray;из города Горняк;55.141785;61.416422
rp-malinovoe-ozero;Рабочий поселок Малиновое Озеро;Алтайский край;altayskiy-kray;из рабочего поселка Малиновое Озеро;55.141786;61.416423
rp-cheremnoe-s-z;Рабочий поселок Черемное с/з;Алтайский край;altayskiy-kray;из рабочего поселка Черемное с/з;55.141787;61.416424
rp-talmenka;Рабочий поселок Тальменка;Алтайский край;altayskiy-kray;из рабочего поселка Тальменка;55.141788;61.416425
gorod-krasnodar;Город Краснодар;Краснодарский край;krasnodarskiy-kray;из города Краснодар;55.141789;61.416426
pgt-vitaminkombinat;ПГТ Витаминкомбинат;Краснодарский край;krasnodarskiy-kray;из ПГТ Витаминкомбинат;55.141790;61.416427
pgt-dekorativnyy;ПГТ Декоративный;Краснодарский край;krasnodarskiy-kray;из ПГТ Декоративный;55.141791;61.416428
pgt-druzhelyubnyy;ПГТ Дружелюбный;Краснодарский край;krasnodarskiy-kray;из ПГТ Дружелюбный;55.141792;61.416429
stanitsa-elizavetinskaya;Станица Елизаветинская;Краснодарский край;krasnodarskiy-kray;из станицы Елизаветинская;55.141793;61.416430
pgt-znamenskiy;ПГТ Знаменский;Краснодарский край;krasnodarskiy-kray;из ПГТ Знаменский;55.141794;61.416431
pgt-industrialnyy;ПГТ Индустриальный;Краснодарский край;krasnodarskiy-kray;из ПГТ Индустриальный;55.141795;61.416432
pgt-kalinino;ПГТ Калинино;Краснодарский край;krasnodarskiy-kray;из ПГТ Калинино;55.141796;61.416433
pgt-krasnolit;ПГТ Краснолит;Краснодарский край;krasnodarskiy-kray;из ПГТ Краснолит;55.141797;61.416434
pgt-lazurnyy;ПГТ Лазурный;Краснодарский край;krasnodarskiy-kray;из ПГТ Лазурный;55.141798;61.416435
pgt-loris;ПГТ Лорис;Краснодарский край;krasnodarskiy-kray;из ПГТ Лорис;55.141799;61.416436
pgt-pashkovskiy;ПГТ Пашковский;Краснодарский край;krasnodarskiy-kray;из ПГТ Пашковский;55.141800;61.416437
pgt-plodorodnyy;ПГТ Плодородный;Краснодарский край;krasnodarskiy-kray;из ПГТ Плодородный;55.141801;61.416438
pgt-plodorodnyy-vniimk;ПГТ Плодородный (ВНИИМК);Краснодарский край;krasnodarskiy-kray;из ПГТ Плодородный (ВНИИМК);55.141802;61.416439
pgt-pobeditel;ПГТ Победитель;Краснодарский край;krasnodarskiy-kray;из ПГТ Победитель;55.141803;61.416440
pgt-rossiyskiy-1-y;ПГТ Российский 1-й;Краснодарский край;krasnodarskiy-kray;из ПГТ Российский 1-й;55.141804;61.416441
pgt-rossiyskiy-2-y;ПГТ Российский 2-й;Краснодарский край;krasnodarskiy-kray;из ПГТ Российский 2-й;55.141805;61.416442
stanitsa-starokorsunskaya;Станица Старокорсунская;Краснодарский край;krasnodarskiy-kray;из станицы Старокорсунская;55.141806;61.416443
pgt-zhukova;ПГТ Жукова;Краснодарский край;krasnodarskiy-kray;из ПГТ Жукова;55.141807;61.416444
gorod-armavir;Город Армавир;Краснодарский край;krasnodarskiy-kray;из города Армавир;55.141808;61.416445
rp-promzona-10;Рабочий поселок Промзона-10;Краснодарский край;krasnodarskiy-kray;из рабочего поселка Промзона-10;55.141809;61.416446
rp-promzona-13;Рабочий поселок Промзона-13;Краснодарский край;krasnodarskiy-kray;из рабочего поселка Промзона-13;55.141810;61.416447
rp-promzona-16;Рабочий поселок Промзона-16;Краснодарский край;krasnodarskiy-kray;из рабочего поселка Промзона-16;55.141811;61.416448
rp-promzona-30;Рабочий поселок Промзона-30;Краснодарский край;krasnodarskiy-kray;из рабочего поселка Промзона-30;55.141812;61.416449
stanitsa-staraya-stanitsa;Станица Старая Станица;Краснодарский край;krasnodarskiy-kray;из станицы Старая Станица;55.141813;61.416450
stanitsa-staraya;Станица Старая;Краснодарский край;krasnodarskiy-kray;из станицы Старая;55.141814;61.416451
gorod-gelendzhik;Город Геленджик;Краснодарский край;krasnodarskiy-kray;из города Геленджик;55.141815;61.416452
gorod-goryachiy-klyuch;Город Горячий Ключ;Краснодарский край;krasnodarskiy-kray;из города Горячий Ключ;55.141816;61.416453
stanitsa-bakinskaya;Станица Бакинская;Краснодарский край;krasnodarskiy-kray;из станицы Бакинская;55.141817;61.416454
stanitsa-imeretinskaya;Станица Имеретинская;Краснодарский край;krasnodarskiy-kray;из станицы Имеретинская;55.141818;61.416455
stanitsa-kutaisskaya;Станица Кутаисская;Краснодарский край;krasnodarskiy-kray;из станицы Кутаисская;55.141819;61.416456
stanitsa-martanskaya;Станица Мартанская;Краснодарский край;krasnodarskiy-kray;из станицы Мартанская;55.141820;61.416457
stanitsa-pyatigorskaya;Станица Пятигорская;Краснодарский край;krasnodarskiy-kray;из станицы Пятигорская;55.141821;61.416458
stanitsa-saratovskaya;Станица Саратовская;Краснодарский край;krasnodarskiy-kray;из станицы Саратовская;55.141822;61.416459
stanitsa-suzdalskaya;Станица Суздальская;Краснодарский край;krasnodarskiy-kray;из станицы Суздальская;55.141823;61.416460
stanitsa-fonagoriyskaya;Станица Фонагорийская;Краснодарский край;krasnodarskiy-kray;из станицы Фонагорийская;55.141824;61.416461
stanitsa-chernomorskaya;Станица Черноморская;Краснодарский край;krasnodarskiy-kray;из станицы Черноморская;55.141825;61.416462
stanitsa-saratovskaya-voensovkhoz;Станица Саратовская Военсовхоз;Краснодарский край;krasnodarskiy-kray;из станицы Саратовская Военсовхоз;55.141826;61.416463
gorod-kropotkin;Город Кропоткин;Краснодарский край;krasnodarskiy-kray;из города Кропоткин;55.141827;61.416464
gorod-novorossiysk;Город Новороссийск;Краснодарский край;krasnodarskiy-kray;из города Новороссийск;55.141828;61.416465
stanitsa-natukhaevskaya;Станица Натухаевская;Краснодарский край;krasnodarskiy-kray;из станицы Натухаевская;55.141829;61.416466
stanitsa-raevskaya;Станица Раевская;Краснодарский край;krasnodarskiy-kray;из станицы Раевская;55.141830;61.416467
gorod-sochi;Город Сочи;Краснодарский край;krasnodarskiy-kray;из города Сочи;55.141831;61.416468
pgt-dagomys;ПГТ Дагомыс;Краснодарский край;krasnodarskiy-kray;из ПГТ Дагомыс;55.141832;61.416469
pgt-krasnaya-polyana;ПГТ Красная Поляна;Краснодарский край;krasnodarskiy-kray;из ПГТ Красная Поляна;55.141833;61.416470
pgt-krasnaya-polyana-krasnodarskiy-kray;ПГТ Красная Поляна;Краснодарский край;krasnodarskiy-kray;из ПГТ Красная Поляна;55.141834;61.416471
pgt-sirius;ПГТ Сириус;Краснодарский край;krasnodarskiy-kray;из ПГТ Сириус;55.141835;61.416472
pgt-akhtyrskiy;ПГТ Ахтырский;Краснодарский край;krasnodarskiy-kray;из ПГТ Ахтырский;55.141836;61.416473
stanitsa-mingrelskaya;Станица Мингрельская;Краснодарский край;krasnodarskiy-kray;из станицы Мингрельская;55.141837;61.416474
stanitsa-fedorovskaya;Станица Федоровская;Краснодарский край;krasnodarskiy-kray;из станицы Федоровская;55.141838;61.416475
stanitsa-kholmskaya;Станица Холмская;Краснодарский край;krasnodarskiy-kray;из станицы Холмская;55.141839;61.416476
stanitsa-shapsugskaya;Станица Шапсугская;Краснодарский край;krasnodarskiy-kray;из станицы Шапсугская;55.141840;61.416477
stanitsa-erivanskaya;Станица Эриванская;Краснодарский край;krasnodarskiy-kray;из станицы Эриванская;55.141841;61.416478
stanitsa-voskresenskaya;Станица Воскресенская;Краснодарский край;krasnodarskiy-kray;из станицы Воскресенская;55.141842;61.416479
gorod-abinsk;Город Абинск;Краснодарский край;krasnodarskiy-kray;из города Абинск;55.141843;61.416480
stanitsa-anapskaya;Станица Анапская;Краснодарский край;krasnodarskiy-kray;из станицы Анапская;55.141844;61.416481
stanitsa-gostagaevskaya;Станица Гостагаевская;Краснодарский край;krasnodarskiy-kray;из станицы Гостагаевская;55.141845;61.416482
gorod-anapa;Город Анапа;Краснодарский край;krasnodarskiy-kray;из города Анапа;55.141846;61.416483
stanitsa-blagoveschenskaya;Станица Благовещенская;Краснодарский край;krasnodarskiy-kray;из станицы Благовещенская;55.141847;61.416484
stanitsa-kabardinskaya;Станица Кабардинская;Краснодарский край;krasnodarskiy-kray;из станицы Кабардинская;55.141848;61.416485
stanitsa-kubanskaya;Станица Кубанская;Краснодарский край;krasnodarskiy-kray;из станицы Кубанская;55.141849;61.416486
stanitsa-kurinskaya;Станица Куринская;Краснодарский край;krasnodarskiy-kray;из станицы Куринская;55.141850;61.416487
stanitsa-lesogorskaya;Станица Лесогорская;Краснодарский край;krasnodarskiy-kray;из станицы Лесогорская;55.141851;61.416488
stanitsa-lineynaya;Станица Линейная;Краснодарский край;krasnodarskiy-kray;из станицы Линейная;55.141852;61.416489
pgt-neftegorsk;ПГТ Нефтегорск;Краснодарский край;krasnodarskiy-kray;из ПГТ Нефтегорск;55.141853;61.416490
stanitsa-neftyanaya;Станица Нефтяная;Краснодарский край;krasnodarskiy-kray;из станицы Нефтяная;55.141854;61.416491
stanitsa-nizhegorodskaya;Станица Нижегородская;Краснодарский край;krasnodarskiy-kray;из станицы Нижегородская;55.141855;61.416492
stanitsa-samurskaya;Станица Самурская;Краснодарский край;krasnodarskiy-kray;из станицы Самурская;55.141856;61.416493
stanitsa-tverskaya;Станица Тверская;Краснодарский край;krasnodarskiy-kray;из станицы Тверская;55.141857;61.416494
stanitsa-temnolesskaya;Станица Темнолесская;Краснодарский край;krasnodarskiy-kray;из станицы Темнолесская;55.141858;61.416495
stanitsa-shirvanskaya;Станица Ширванская;Краснодарский край;krasnodarskiy-kray;из станицы Ширванская;55.141859;61.416496
gorod-apsheronsk;Город Апшеронск;Краснодарский край;krasnodarskiy-kray;из города Апшеронск;55.141860;61.416497
gorod-khadyzhensk;Город Хадыженск;Краснодарский край;krasnodarskiy-kray;из города Хадыженск;55.141861;61.416498
pgt-neftegorsk-krasnodarskiy-kray;ПГТ Нефтегорск;Краснодарский край;krasnodarskiy-kray;из ПГТ Нефтегорск;55.141862;61.416499
stanitsa-novolokinskaya;Станица Новолокинская;Краснодарский край;krasnodarskiy-kray;из станицы Новолокинская;55.141863;61.416500
stanitsa-uspenskaya;Станица Успенская;Краснодарский край;krasnodarskiy-kray;из станицы Успенская;55.141864;61.416501
stanitsa-bzhedukhovskaya;Станица Бжедуховская;Краснодарский край;krasnodarskiy-kray;из станицы Бжедуховская;55.141865;61.416502
stanitsa-guriyskaya;Станица Гурийская;Краснодарский край;krasnodarskiy-kray;из станицы Гурийская;55.141866;61.416503
stanitsa-oktyabrskaya;Станица Октябрьская;Краснодарский край;krasnodarskiy-kray;из станицы Октябрьская;55.141867;61.416504
stanitsa-pshekhskaya;Станица Пшехская;Краснодарский край;krasnodarskiy-kray;из станицы Пшехская;55.141868;61.416505
stanitsa-ryazanskaya;Станица Рязанская;Краснодарский край;krasnodarskiy-kray;из станицы Рязанская;55.141869;61.416506
stanitsa-chernigovskaya;Станица Черниговская;Краснодарский край;krasnodarskiy-kray;из станицы Черниговская;55.141870;61.416507
gorod-belorechensk;Город Белореченск;Краснодарский край;krasnodarskiy-kray;из города Белореченск;55.141871;61.416508
stanitsa-bryukhovetskaya;Станица Брюховецкая;Краснодарский край;krasnodarskiy-kray;из станицы Брюховецкая;55.141872;61.416509
stanitsa-baturinskaya;Станица Батуринская;Краснодарский край;krasnodarskiy-kray;из станицы Батуринская;55.141873;61.416510
stanitsa-novodzherelievskaya;Станица Новоджерелиевская;Краснодарский край;krasnodarskiy-kray;из станицы Новоджерелиевская;55.141874;61.416511
stanitsa-pereyaslovskaya;Станица Переясловская;Краснодарский край;krasnodarskiy-kray;из станицы Переясловская;55.141875;61.416512
stanitsa-chepiginskaya;Станица Чепигинская;Краснодарский край;krasnodarskiy-kray;из станицы Чепигинская;55.141876;61.416513
stanitsa-vyselki;Станица Выселки;Краснодарский край;krasnodarskiy-kray;из станицы Выселки;55.141877;61.416514
stanitsa-aleksandronevskaya;Станица Александроневская;Краснодарский край;krasnodarskiy-kray;из станицы Александроневская;55.141878;61.416515
stanitsa-aleksandronevskogo;Станица Александроневского;Краснодарский край;krasnodarskiy-kray;из станицы Александроневского;55.141879;61.416516
stanitsa-balkovskaya;Станица Балковская;Краснодарский край;krasnodarskiy-kray;из станицы Балковская;55.141880;61.416517
stanitsa-berezanskaya;Станица Березанская;Краснодарский край;krasnodarskiy-kray;из станицы Березанская;55.141881;61.416518
stanitsa-buzinovskaya;Станица Бузиновская;Краснодарский край;krasnodarskiy-kray;из станицы Бузиновская;55.141882;61.416519
stanitsa-irklievskaya;Станица Ирклиевская;Краснодарский край;krasnodarskiy-kray;из станицы Ирклиевская;55.141883;61.416520
stanitsa-krupskaya;Станица Крупская;Краснодарский край;krasnodarskiy-kray;из станицы Крупская;55.141884;61.416521
stanitsa-novobeysugskaya;Станица Новобейсугская;Краснодарский край;krasnodarskiy-kray;из станицы Новобейсугская;55.141885;61.416522
stanitsa-novograzhdanskaya;Станица Новогражданская;Краснодарский край;krasnodarskiy-kray;из станицы Новогражданская;55.141886;61.416523
stanitsa-novodonetskaya;Станица Новодонецкая;Краснодарский край;krasnodarskiy-kray;из станицы Новодонецкая;55.141887;61.416524
stanitsa-novomalorossiyskaya;Станица Новомалороссийская;Краснодарский край;krasnodarskiy-kray;из станицы Новомалороссийская;55.141888;61.416525
pgt-girey;ПГТ Гирей;Краснодарский край;krasnodarskiy-kray;из ПГТ Гирей;55.141889;61.416526
pgt-krasnoselskiy;ПГТ Красносельский;Краснодарский край;krasnodarskiy-kray;из ПГТ Красносельский;55.141890;61.416527
stanitsa-skobelevskaya;Станица Скобелевская;Краснодарский край;krasnodarskiy-kray;из станицы Скобелевская;55.141891;61.416528
gorod-gulkevichi;Город Гулькевичи;Краснодарский край;krasnodarskiy-kray;из города Гулькевичи;55.141892;61.416529
stanitsa-dinskaya;Станица Динская;Краснодарский край;krasnodarskiy-kray;из станицы Динская;55.141893;61.416530
stanitsa-vasyurinskaya;Станица Васюринская;Краснодарский край;krasnodarskiy-kray;из станицы Васюринская;55.141894;61.416531
stanitsa-vorontsovskaya;Станица Воронцовская;Краснодарский край;krasnodarskiy-kray;из станицы Воронцовская;55.141895;61.416532
stanitsa-novovelichkovskaya;Станица Нововеличковская;Краснодарский край;krasnodarskiy-kray;из станицы Нововеличковская;55.141896;61.416533
stanitsa-novotitarovskaya;Станица Новотитаровская;Краснодарский край;krasnodarskiy-kray;из станицы Новотитаровская;55.141897;61.416534
stanitsa-plastunovskaya;Станица Пластуновская;Краснодарский край;krasnodarskiy-kray;из станицы Пластуновская;55.141898;61.416535
stanitsa-staromyshastovskaya;Станица Старомышастовская;Краснодарский край;krasnodarskiy-kray;из станицы Старомышастовская;55.141899;61.416536
stanitsa-dolzhanskaya;Станица Должанская;Краснодарский край;krasnodarskiy-kray;из станицы Должанская;55.141900;61.416537
stanitsa-kamyshevatskaya;Станица Камышеватская;Краснодарский край;krasnodarskiy-kray;из станицы Камышеватская;55.141901;61.416538
pgt-komsomolets;ПГТ Комсомолец;Краснодарский край;krasnodarskiy-kray;из ПГТ Комсомолец;55.141902;61.416539
stanitsa-kopanskaya;Станица Копанская;Краснодарский край;krasnodarskiy-kray;из станицы Копанская;55.141903;61.416540
stanitsa-yasenskaya;Станица Ясенская;Краснодарский край;krasnodarskiy-kray;из станицы Ясенская;55.141904;61.416541
gorod-eysk;Город Ейск;Краснодарский край;krasnodarskiy-kray;из города Ейск;55.141905;61.416542
stanitsa-kavkazskaya;Станица Кавказская;Краснодарский край;krasnodarskiy-kray;из станицы Кавказская;55.141906;61.416543
stanitsa-dmitrievskaya;Станица Дмитриевская;Краснодарский край;krasnodarskiy-kray;из станицы Дмитриевская;55.141907;61.416544
stanitsa-kazanskaya;Станица Казанская;Краснодарский край;krasnodarskiy-kray;из станицы Казанская;55.141908;61.416545
stanitsa-temizhbekskaya;Станица Темижбекская;Краснодарский край;krasnodarskiy-kray;из станицы Темижбекская;55.141909;61.416546
gorod-kropotkin-krasnodarskiy-kray;Город Кропоткин;Краснодарский край;krasnodarskiy-kray;из города Кропоткин;55.141910;61.416547
stanitsa-kalininskaya;Станица Калининская;Краснодарский край;krasnodarskiy-kray;из станицы Калининская;55.141911;61.416548
stanitsa-andreevskaya;Станица Андреевская;Краснодарский край;krasnodarskiy-kray;из станицы Андреевская;55.141912;61.416549
